product_name,image_link,rating,price,number_of_ratings,product_link,price_before_discount,brand,operating_system,RAM,CPU,storage,screen_size,cellular_technology,model_name,cpu_model,available_colors
"Xiaomi 12 Lite 5G + 4G LTE (256GB + 8GB) Global Version Unlocked 6.55"" 108MP Triple Camera (Not for Verizon Boost At&T Cricket Straight) + (w/Fast Car 51W Charger Bundle) (Lite Black)",https://m.media-amazon.com/images/I/51+MkxTfgYL._AC_UL320_.jpg,4.4 out of 5 stars,214.99,80,/Xiaomi-12-Version-Unlocked-Straight/dp/B0B8PGWGRD/ref=sr_1_1834?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1834,,Xiaomi,"MIUI 13, Android 12",8 GB,,8 GB,103 Centimeters,5G + 4G,12 Lite,,
"DOOGEE DK10 5G Rugged Mobile Phone 32GB + 512GB, Unlocked Cell Phone 2.5K AMOLED 6.67"" FHD+ 120Hz Dimensity 8020, Rugged Smartphone with 64+50+50+16MP Camera, 120W Flash Charging, NFC/Side Fingerprint",https://m.media-amazon.com/images/I/71SYLBoHx7L._AC_UL320_.jpg,4.3 out of 5 stars,599.99,10,/DOOGEE-DK10-Dimensity-Smartphone-Fingerprint/dp/B0CXLQW6V3/ref=sr_1_1835?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1835,,DOOGEE,Android,32 GB,5.2 GHz,512 GB,6.67 Inches,,DK10,,
Samsung Galaxy Note 8 N950U 64GB Unlocked GSM 4G LTE Android Smartphone w/Dual 12 MegaPixel Camera (Renewed) (Deep Sea Blue),https://m.media-amazon.com/images/I/31MV1ABTrzL._AC_UL320_.jpg,4.2 out of 5 stars,176.61,76,/Samsung-Unlocked-Android-Smartphone-MegaPixel/dp/B07N2Y15VX/ref=sr_1_1836?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1836,,SAMSUNG,android,6 GB,,64 GB,6.3 Inches,LTE,Galaxy Note 8,,
RCA Reno Max | 6.5” HD+ Brightness Boost Display | 64GB + 4GB RAM | 4G LTE Unlocked Smartphone | Android 12 | Octa Core Processor | 16MP Triple Camera | 4000 mAh Battery | Black | T-Mobile,https://m.media-amazon.com/images/I/713ZQtE0HJL._AC_UL320_.jpg,3.9 out of 5 stars,000,106,/RCA-Brightness-Unlocked-Smartphone-Processor/dp/B0B7F5WZ5K/ref=sr_1_1837?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1837,,RCA,Android 12.0,4 GB,1.8 GHz,64 GB,6.5 Inches,4G,Reno Max,,
"LG Wing 5G, 128 GB, Gray, Verizon (LMF100VMY) (Renewed)",https://m.media-amazon.com/images/I/61RxbVbdoPL._AC_UL320_.jpg,3.4 out of 5 stars,224.00,6,/LG-Wing-Verizon-Renewed-LMF100VMY/dp/B09XGZYPY6/ref=sr_1_1838?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1838,,LG,Android 12.0,8 GB,,256 GB,6.8 Inches,5G,Wing 5G,Snapdragon,
"Sony Xperia 1 VI XQ-EC72 5G Dual 512GB 12GB RAM Factory Unlocked (GSM Only | No CDMA – not Compatible with Verizon/Sprint) Global Version Smartphone – Khaki Green, Red",https://m.media-amazon.com/images/I/61G9Nz-DbuL._AC_UL320_.jpg,5.0 out of 5 stars,"1,089.00",1,/Sony-Xperia-XQ-EC72-Factory-Unlocked/dp/B0D54XN2ZP/ref=sr_1_1839?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1839,"$1,279.99",Sony,Android 13.0,12 GB,3.4 GHz,,6.5 Inches,,,Others,
"XS16 3.0 inch Mini Smartphone 4G LTE Android 10 Quad Core 2000mAh Type-C Dual SIM Small Mobile Phone (Blue, 2GB RAM 16GB ROM)",https://m.media-amazon.com/images/I/51aMkywilIL._AC_UL320_.jpg,2.2 out of 5 stars,65.99,23,/roiesvry-XS16-Smartphone-Android-2000mAh/dp/B0CM9JY1SQ/ref=sr_1_1843?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1843,,roiesvry,Android 10.0,2 GB,,16 GB,3 Inches,4G,XS16,,"Black, Blue, Purple"
"Samsung Galaxy S5, White 16GB (AT&T)",https://m.media-amazon.com/images/I/81CKMjxseIL._AC_UL320_.jpg,4.2 out of 5 stars,000,"4,923",/Samsung-Galaxy-S5-White-16GB/dp/B00IZ1XJ3Q/ref=sr_1_1844?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1844,,SAMSUNG,Android,2 GB,2.5 GHz,16 GB,5.1 Inches,4G,Galaxy S5,,"Black, Gold, White"
"Cuifati Mini Smartphone for Kid, 3.5 Inch Screen Unlocked Cell Phone, 3GB+32GB, 2023 New Child Phone Gifts (Blue)",https://m.media-amazon.com/images/I/61Snw6Kl+BL._AC_UL320_.jpg,,92.64,,/Cuifati-Smartphone-Screen-Unlocked-Phone/dp/B0BVZW3FM4/ref=sr_1_1845?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1845,,Cuifati,Android 6.0,,,32 GB,3.5 Inches,,AUEN4st8dm5pyo-12,,
"OUKITEL WP21 Rugged Smartphone Unlocked,17+256GB Android 12 Cell Phone,120Hz Helio G99 9800mAh Battery 66W Fast Charge,64MP Camera 20MP Night Vision,6.78"" FHD+ Waterproof Mobile Phone 4G Dual Sim NFC",https://m.media-amazon.com/images/I/711PSw0nRvL._AC_UL320_.jpg,3.8 out of 5 stars,289.99,69,/OUKITEL-WP21-Smartphone-Unlocked-Waterproof/dp/B0BLZ7CRSC/ref=sr_1_1846?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1846,,OUKITEL,Android 12.0,12 GB,2.2 GHz,256 GB,6.78 Inches,,WP21,MediaTek Helio,
"Jectse Flip Phone, Unlocked Cell Phone Big Phone with SOS, Flashlight, High Volume, 2G Phone Flip Cell Phone Mobile Phone for Senior Elderly (Gold)",https://m.media-amazon.com/images/I/517wlISrLQL._AC_UL320_.jpg,1.0 out of 5 stars,52.16,3,/Jectse-Unlocked-Button-Flashlight-Elderly/dp/B0BWS2DRX1/ref=sr_1_1847?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1847,,Jectse,,,,32 GB,2.4 Inches,2G,Jectse0w64hnrs5c-12,,Gold
OnePlus 8 (5G) 128GB + 8GB(RAM) 90Hz Display Single SIM IN2017 T-Mobile/Sprint Unlocked Interstellar Glow (with Generic Charger) (Renewed),https://m.media-amazon.com/images/I/51JJi1vy-xL._AC_UL320_.jpg,4.3 out of 5 stars,168.00,169,/OnePlus-128GB-8GB-RAM-IN2017/dp/B08R6MQ7BQ/ref=sr_1_1848?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1848,,OnePlus,Android 9.0,8 GB,,128 GB,6.55 Inches,5G,OnePlus 8 5G,Snapdragon,Interstellar Glow
Boost Mobile Apple iPhone 6 32GB Gray - Unlocked,https://m.media-amazon.com/images/I/51qBkb61cXL._AC_UL320_.jpg,4.1 out of 5 stars,000,6,/Boost-Mobile-Apple-iPhone-32GB/dp/B0CHPWQTZF/ref=sr_1_1849?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1849,,Plum,iOS 14,,1.4 GHz,32 GB,4.7 Inches,4G,IP632GRY-BOOST,,
"Samsung Galaxy A71 5G LTE Verizon | 6.7"" AMOLED Screen |128GB of Storage | Single SIM | 2020 Model | US Version | Black - (SM-A716VTKMVZW)",https://m.media-amazon.com/images/I/81d0qYAt9VL._AC_UL320_.jpg,3.5 out of 5 stars,000,35,/Samsung-Verizon-Storage-Lasting-Warranty/dp/B08B8R8YZ7/ref=sr_1_1850?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1850,,SAMSUNG,Android,,2.8E+3 MHz,128 GB,6.7 Inches,5G,Galaxy A71 5G,,
Nokia G21 | Android 11 | 3-Day Battery | 18W Fast Charging | 50MP Triple Camera | 3/64GB | 6.5-Inch Screen | Dual Band WiFi | Unlocked GSM Smartphone | Not Compatible with Verizon or AT&T | Blue,https://m.media-amazon.com/images/I/61OEtjr2HZL._AC_UL320_.jpg,2.9 out of 5 stars,129.99,5,/Nokia-Charging-6-5-Inch-Smartphone-Compatible/dp/B0CNJHT884/ref=sr_1_1851?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1851,,Nokia,Android 11.0,3 GB,1.6 GHz,64 GB,6.5 Inches,,Nokia G21,,
"Motorola Moto G84 5G XT2347-1 (Dual SIM) 8/256GB | 6.5"" P-OLED 120Hz Display | 50MP Camera | 5000 mAh Li-Po Battery | GSM Factory Unlocked | (NO CDMA) | International Model - (Spatial Black)",https://m.media-amazon.com/images/I/51qs7qGMtPL._AC_UL320_.jpg,2.9 out of 5 stars,269.99,8,/Motorola-XT2347-1-Display-Unlocked-International/dp/B0CVC17T54/ref=sr_1_1852?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1852,,Motorola,Android 13.0,8 GB,,256 GB,6.5 Inches,5G,Moto G84 5G,,
"DAUZ Senior Cell Phone, Cell Phone Unlocked 1.8 Inch Multifunctional 2G Gift Backlit Buttons (US Plug)",https://m.media-amazon.com/images/I/61ATxUyP-CL._AC_UL320_.jpg,4.5 out of 5 stars,22.77,2,/DAUZ-Unlocked-Multifunctional-Backlit-Buttons/dp/B0CFG1TF17/ref=sr_1_1853?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1853,,DAUZ,,,,16 GB,1.8 Inches,,DAUZw2x8gkchqi-14,,US Plug
"SAMSUNG Galaxy S23+ Plus Cell Phone, Factory Unlocked Android Smartphone, 512GB Storage, 50MP Camera, Night Mode, Long Battery Life, Adaptive Display, US Version, 2023, Cream (Renewed)",https://m.media-amazon.com/images/I/716nc1e8OdL._AC_UL320_.jpg,5.0 out of 5 stars,654.95,7,/SAMSUNG-Galaxy-S23-Plus-Smartphone/dp/B0C4Q7C1V8/ref=sr_1_1854?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1854,$218.32,SAMSUNG,Android 13.0,,,512 GB,6.6 Inches,4G,Galaxy S23,,
"SAMSUNG Galaxy S23+ Plus Cell Phone, Factory Unlocked Android Smartphone, 512GB Storage, 50MP Camera, Night Mode, Long Battery Life, Adaptive Display, US Version, 2023, Cream (Renewed)",https://m.media-amazon.com/images/I/716nc1e8OdL._AC_UL320_.jpg,5.0 out of 5 stars,654.95,7,/SAMSUNG-Galaxy-S23-Plus-Smartphone/dp/B0C4Q7C1V8/ref=sr_1_1852?dib=eyJ2IjoiMSJ9.4Xdb9dI1g0XxDpVoxgPzJ-A0BuTBhvV90E9awaxSxd_0PGK9xlwT-3JBglwRJrT9lyUMkPazw9rhKvm_10oEWxnoFy6HM1F6tI0PPONt08MbxWqndiZbMpXgiXFV9d0NywZRFqLg0bY6xQEZKJLHE7Uptt-AuEsgkILjXJHkp_VmhOTMrfwh65poediIXfBTNVZ2ueJ1MwLdi5ND5MA4VmlNbE6QKxYaTHqxAeaOQ__FBSGJGjR3P3FqNjCseKzDgzlwAauYHtmSQk-XntLJJGfWl1mBrU4lp1d4uRA9_MY.jCcwxsl9n9McvysMCR8ojijeCukwdK9XTTNDF-ImNeM&dib_tag=se&qid=1725973456&s=wireless&sr=1-1852,,SAMSUNG,Android 13.0,,,512 GB,6.6 Inches,4G,Galaxy S23,,
"Samsung Galaxy S20 Ultra 5G, US Version, 128GB, Cosmic Black for T-Mobile (Renewed)",https://m.media-amazon.com/images/I/612IsCbjo5L._AC_UL320_.jpg,4.0 out of 5 stars,238.89,63,/Samsung-Galaxy-S20-Ultra-5G/dp/B0916FZ5CQ/ref=sr_1_1853?dib=eyJ2IjoiMSJ9.4Xdb9dI1g0XxDpVoxgPzJ-A0BuTBhvV90E9awaxSxd_0PGK9xlwT-3JBglwRJrT9lyUMkPazw9rhKvm_10oEWxnoFy6HM1F6tI0PPONt08MbxWqndiZbMpXgiXFV9d0NywZRFqLg0bY6xQEZKJLHE7Uptt-AuEsgkILjXJHkp_VmhOTMrfwh65poediIXfBTNVZ2ueJ1MwLdi5ND5MA4VmlNbE6QKxYaTHqxAeaOQ__FBSGJGjR3P3FqNjCseKzDgzlwAauYHtmSQk-XntLJJGfWl1mBrU4lp1d4uRA9_MY.jCcwxsl9n9McvysMCR8ojijeCukwdK9XTTNDF-ImNeM&dib_tag=se&qid=1725973456&s=wireless&sr=1-1853,$268.00,SAMSUNG,Android,,,128 GB,6.9 Inches,5G,Galaxy S20 Ultra 5G,,
"DOOGEE S Punk Rugged Smartphone Android 14, Breathing Light, 34mm Large Speaker, 10800mAh, 6.58"" FHD+ Display, 16GB RAM+256GB ROM, 50MP Camera, Octa Core, 4G Dual SIM Cell Phone, Face ID, NFC, Black",https://m.media-amazon.com/images/I/81GCXeE42YL._AC_UL320_.jpg,3.9 out of 5 stars,269.99,3,/DOOGEE-Smartphone-Android-Breathing-10800mAh/dp/B0D7VWF711/ref=sr_1_1854?dib=eyJ2IjoiMSJ9.4Xdb9dI1g0XxDpVoxgPzJ-A0BuTBhvV90E9awaxSxd_0PGK9xlwT-3JBglwRJrT9lyUMkPazw9rhKvm_10oEWxnoFy6HM1F6tI0PPONt08MbxWqndiZbMpXgiXFV9d0NywZRFqLg0bY6xQEZKJLHE7Uptt-AuEsgkILjXJHkp_VmhOTMrfwh65poediIXfBTNVZ2ueJ1MwLdi5ND5MA4VmlNbE6QKxYaTHqxAeaOQ__FBSGJGjR3P3FqNjCseKzDgzlwAauYHtmSQk-XntLJJGfWl1mBrU4lp1d4uRA9_MY.jCcwxsl9n9McvysMCR8ojijeCukwdK9XTTNDF-ImNeM&dib_tag=se&qid=1725973456&s=wireless&sr=1-1854,,DOOGEE,Android 14,,1.6 GHz,256 GB,6.58 Inches,"2G, 3G, 4G",S punk,,"Black, Green"
"Total by Verizon Nokia C100, 32GB, Blue - Prepaid Smartphone (Locked)",https://m.media-amazon.com/images/I/71jP4h-XtLL._AC_UL320_.jpg,3.7 out of 5 stars,50.99,15,/Total-Verizon-Nokia-C100-32GB/dp/B0BBXSLSX2/ref=sr_1_1855?dib=eyJ2IjoiMSJ9.4Xdb9dI1g0XxDpVoxgPzJ-A0BuTBhvV90E9awaxSxd_0PGK9xlwT-3JBglwRJrT9lyUMkPazw9rhKvm_10oEWxnoFy6HM1F6tI0PPONt08MbxWqndiZbMpXgiXFV9d0NywZRFqLg0bY6xQEZKJLHE7Uptt-AuEsgkILjXJHkp_VmhOTMrfwh65poediIXfBTNVZ2ueJ1MwLdi5ND5MA4VmlNbE6QKxYaTHqxAeaOQ__FBSGJGjR3P3FqNjCseKzDgzlwAauYHtmSQk-XntLJJGfWl1mBrU4lp1d4uRA9_MY.jCcwxsl9n9McvysMCR8ojijeCukwdK9XTTNDF-ImNeM&dib_tag=se&qid=1725973456&s=wireless&sr=1-1855,,Total By Verizon,Android 12.0,3 GB,2 GHz,32 GB,5.45 Inches,4G,Nokia C100,,
